,CourseID,CourseName,Credits,Prerequisites,CoRequisites,Description,Availability,Repeatability,CourseFees
3049,REL 3457, Chinese Philosophy & Religion,3,N/A,N/A," This course traces the historical development of the major, traditional movements in thought, religion, and philosophy. Beginning with the Chinese classics, its explores the ideas of Confucianism, Mohism, Daoism, Legalism, Buddhism, and Neo-Confucianism. Readings in primary sources are emphasized.",N/A,N/A,N/A
3050,REL 3460, Philosophy of Religion,3,N/A,N/A," This course approaches religion as a phenomenon common to human experience. Religion is examined from the perspective of reason rather than revelation. Philosophy of religion is concerned with philosophical conceptions of deity, the truth claims of differing religions, of revelation, faith, and the problem of verification.",N/A,N/A,N/A
3051,REL 3505, History of Christian Thought,3,N/A,N/A,"This course surveys the historical phenomenon of Christianity. It traces its growth and influence and gives attention to key figures active in the process, from primitive Christianity, the medieval period and the Reformation, to modern times. It seeks not so much to discern the unfolding of a grand design as to see people dealing with the immediate realities of life, thereby finding or creating meaning in the engagement.",N/A,N/A,N/A
3052,REL 3630, American Judaism,3,N/A,N/A,"communities on the eastern seaboard. By the 1950s, the US became home to the largest, most prosperous, and most secure Jewish community in modern history. This course surveys the history of American Jews from the 18th century to the 21st century. We will explore the following questions: Why did millions of Jews come to the United States? How has life in a liberal political and capitalist economic order shaped the Jewish experience in America? In turn, how have Jews influenced American culture, politics, and society? Topics will include politics, Southern Judaism, Jewish culture, inter-ethnic group relations, gender and sexuality, popular culture, and identity.",N/A,N/A,N/A
3053,REL 3930, Selected Topics: History of Religion,3,N/A,N/A,May be repeated for a total of 9 credits under different topics.,N/A,N/A,N/A
3054,REL 3931, Special Topics: Christianity,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will focus on the Christian Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and others in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve.",N/A,N/A,N/A
3055,REL 3932, Special Topics:Judaism,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will focus on the Jewish Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and others in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve.",N/A,N/A,N/A
3056,REL 3933, Special Topics: Islam,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will focus on the Muslim Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and other in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve.",N/A,N/A,N/A
3057,REL 3934, Special Topics: Hinduism,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will focus on the Hindu Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and other in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve.",N/A,N/A,N/A
3058,REL 3935, Special Topics: Buddhism,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will focus on the Buddhist Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and others in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve.",N/A,N/A,N/A
3059,REL 3936, Selected Topics: Religious Thought,3,N/A,N/A,May be repeated for a total of 15 credits under different topics.,N/A,N/A,N/A
3060,REL 4151, Anthropology of Religion,3,N/A,N/A," This course explores the cultural conceptions of supernatural reality with an emphasis upon comparative understanding of myth and ritual, the religious experiences and revitalization movements.",N/A,N/A,N/A
3061,REL 4159, Sociology of Religion,3,N/A,N/A," This course is an introduction to the sociology of religion. Students will read major works by leaders in the field, and examine the ways in which religion interfaces with and affects other social institutions. Particular attention will be given to current controversies in the social scientific study of religion.",N/A,N/A,N/A
3062,REL 4296, Sociology of the Bible,3,N/A,N/A," This course surveys both the Hebrew scriptures and the New Testament from the perspective of modern social science, and situates the Bible in its historical and cultural context. Principal themes include: the evolution of theology and ritual, issues of dating and authorship, and the comparative religion of the ancient Mediterranean. The importance and relevance of the Bible for Western culture is also examined.",N/A,N/A,N/A
3063,REL 4353, Confucianism,3,N/A,N/A," This course will explore the thought and influence of one of the most influential people of all time, Confucius. Much of what we see today as distinctive contributions of East Asia to world culture comes from a Confucian approach to the world. We will begin in ancient China with the great Confucian classics, and then proceed historically through movements and developments in Confucian thought, from the Analects and the Mengzi to Dong Zhongshu, Zhu Xi, and New-Confucianism as it exists today. We will examine questions of how to categorize Confucianism: philosophy, religion, both, neither? We will also explore the Asian Values controversy and discuss the rise of Confucianism in contemporary China, including various Confucian responses to problems such as human rights, environmental ethics, and bioethics.",N/A,N/A,N/A
3064,REL 4404, Comparative Muslim Cultures,3,N/A,N/A," This course concerns popular or local ""Islams"" throughout the world. This course will take an anthropological perspective and will use Muslim examples to explore the theoretical and methodological issues involved in the study of religion. We will also employ a variety of approaches to the study of religion to help the student understand a variety of social and cultural phenomena including religious education, the construction of gender identities, revitalization movements, fundamentalism, and religion and politics. The anthropological approach to Islam is clearly distinct from a theological or philological one. In other words, we will concentrate more on the culture and practice of contemporary Muslims than on Islam's sacred texts. We are particularly interested in the cross-currents that are found in otherwise diverse societies.",N/A,N/A,N/A
3065,REL 4900, Directed Independent Study Religious Studies,13," consent of instructor, program coordinator, and department chairperson. May be repeated for up to 6 credit hours, check enrollment restriction.",N/A,"This course will allow students to design a religious studies course to fit their own needs and interests. Broadly speaking it will examine the phenomenon known as religion in an impartial, academic manner. The course might compare aspects of the variety of the world's religions, ask philosophical questions about the nature of religion, and/or explore the relationship between religions and the larger cultural context in which religions are found.",N/A,N/A,N/A
3066,REL 4910, Senior Seminar Capstone,3, REL 2300 and REL 3102 and REL 3040,N/A,"The skills developed and, at the culmination of the course, demonstrated, will be those skills the Religious Studies Major is designed to foster: clear writing, thinking, the ability to engage systematically with theoretical models and the ability it see the world through the eyes of someone else.",N/A,N/A,N/A
3067,REL 4930, Advanced Special Topics: Buddhism,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will be an advanced study on some aspect(s) of the Buddhist Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and others in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve. In this advanced level course, students will build on the skills acquired in their lower level courses.",N/A,N/A,N/A
3068,REL 4936, Advanced Special Topics: Hinduism,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will be an advanced study on some aspect(s) of the Hindu Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and others in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve. In this advanced level course, students will build on the skills acquired in their lower level courses.",N/A,N/A,N/A
3069,REL 4937, Advanced Special Topics: Judaism,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will be an advanced study on some aspect(s) of the Jewish Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking “Spiritual Truth,” this course and other in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve, in this advanced level course, students will build on the skills acquired in their lower level courses.",N/A,N/A,N/A
3070,REL 4938, Advanced Special Topics: Christianity,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will be an advanced study on some aspect(s) of the Christian Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and other in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve. In this advanced level course, students will build on the skills acquired in their lower level courses.",N/A,N/A,N/A
3071,REL 4939, Advanced Special Topics: Islam,3,N/A,N/A," The content of this course will vary depending on the faculty member offering it but it will be an advanced study on some aspect(s) of the Muslim Tradition. It will exemplify the academic approach to the study of religion which, as an interdisciplinary field of inquiry, explores varied meaning-making systems in all their complexity including beliefs, practices, texts, history and social-cultural functions. Rather than approaching religions from the standpoint of a believer seeking ""Spiritual Truth,"" this course and others in the Religious Studies major will help students gain an understanding of the origins of particular traditions, how they function, and what purposes they serve. In this advanced level course, students will build on the skills acquired in their lower level courses.",N/A,N/A,N/A
3072,RMI 3011, Risk Management and Insurance,3,N/A, FIN 3124, This course focuses on understanding the importance of risk in the business firm and the family unit; principles underlying the selection of the means of handling economic risk; and the analysis of insurance as one of the techniques of risk management., This course is usually offered only in the spring.,N/A,N/A
3073,RMI 4135, Employee Benefit Plans,3, MAN 3025,N/A," This course focuses on the study of the group and social insurance that provide death, disability, and retirement benefits. This course also covers the analysis of contractual arrangements, benefit formulas, financing, and underwriting.",N/A,N/A,N/A
3074,RTV 3001, Principles of Broadcasting,3,N/A,N/A," This course is a study of the processes, elements, uses and impact of broadcasting, cablecasting and multimedia. The course includes an introduction to broadcasting history, theory, research and new technologies.",N/A,N/A,N/A
3075,RTV 3220C, Television Production/Visual Arts Television,3," MMC 3105. This course introduces students to the practices of television production, including camera and lighting, as well as production planning and execution through the utilization of the crew system.",N/A,3 credits,N/A,N/A, $30
3076,RTV 3221, Digital Video Editing,3, MMC 1004 and MMC 3105,N/A," This course is designed to develop students’ video editing skills through the hands-on use of nonlinear video editing software. Students will learn the fundamental and advanced capabilities of these sophisticated digital systems, which are widely used in professional video production.",N/A,N/A,N/A
3077,RTV 3228, Multi Camera Video Production,3, RTV 3260 and MMC 1004,N/A," This course will provide continuing production in production techniques learned in RTV 3260. The course focuses on the direction and production of multiple-camera studio video project including directing, producing, camera operation, audio, and live-to-tape switching.",N/A,N/A, $30
3078,RTV 3260, Single Camera Video Production,3, MMC 1004,N/A," This course addresses direction and production of single-camera video projects including producing, camera, audio, lighting, and non-linear editing.",N/A,N/A, $30
3079,RTV 3545, Multimedia Sports Production,3,N/A,N/A,"Descriptions: This course will consist of immersive students live sports production participation, lectures, sports production critiques, guest speakers, and sports production facility tours to meet the course objectives.",N/A,N/A,N/A
3080,RTV 3601, Multimedia Announcing and Performance,3, MMC 1004 and MMC 3105,N/A," This is a performance course designed to teach students how to use their voices for radio and television. It includes exercises in announcing, news reading and interviewing. It focuses on how to deliver clear, well-enunciated narrations in a conversational style, emphasizing proper use of pitch, diction and interpretation.",N/A,N/A, $30
3081,RTV 3631, Producing TV News,3," RTV 3000, RTV 3101",N/A," Students will learn the skills most in demand by broadcasters, functioning as Producers and Writers behind the scenes in creating Radio and Television news programs for broadcast and cable at both the network and local level.",N/A,N/A, $30
3082,RTV 4225, Corporate Production,3,N/A,N/A," This course prepares students for professional production within the corporate/informational realm with particular attention toward a documentary-style narrative structure. Students will learn to properly research, develop and plan visions for corporate productions. Students will experience hands-on instruction in advanced camera work, lighting, and audio; students will also work extensively with industry standard editing software with an introduction to basic compositing and effects work in post-production.",N/A,N/A,N/A
3083,RTV 4291, Narrative Production,3,N/A,N/A," This course is designed to introduce students to the production processes of visual/aural, time-based storytelling. Students will work on various projects using digital video production techniques. With an emphasis on professional video production, students will study all aspects of production from idea generation and conceptualization through post-production editing and sound design.",N/A,N/A,N/A
3084,RTV 4330, Documentary Fundamentals,3,N/A,N/A," This course introduces students to documentary storytelling. Students will learn basic principles of non-fiction storytelling with emphasis on the aesthetic, intellectual, and ethical considerations involved in this cinematic form. Instruction will focus on the documentary process from preproduction and production through post-production.",N/A,N/A,N/A
3085,RTV 4403, Media Criticism,3, MMC 1004 and MMC 3105 and MMC 4500,N/A,"This course is designed to provide the student with an intensive critical study of media, in particular television, film advertising and music video. In this class the student will be building and refining both their critical interpretation skills and their writing proficiency through a series of discussions, critical analysis, screenings and papers.",N/A,N/A,N/A
3086,RTV 4408, Non-Fiction Programs: A Critical Analysis,3," RTV 3000, RTV 3101 or permissions of instructor.",N/A,"This course is designed to provide students with an intensive study of non-fiction programs. In this class students will be building and refining both their critical interpretation skills and their writing proficiency through a series of discussions, critical analysis, screenings and papers.",N/A,N/A,N/A
3087,RTV 4581, Lighting for Production,3,N/A,N/A," Through hands-on instruction, this course will build a fundamental understanding of lighting theory in order to effectively manipulate light to achieve the desired image on set and location for digital video recording. Assignments build in complexity throughout the semester illustrating the relative relationships between camera controls and lighting properties.",N/A,N/A,N/A
3088,RTV 4612, Digital Video Effects,3,N/A,N/A," This course illustrates the techniques and practical application of visual effects to live action and motion graphics sequences using specific software. Topics address simulation of natural environmental effects, realistic compositing of dynamic titles and pyrotechnic footage, and motion tracking with the focus centered on industry standards and procedures for planning, creating and applying such effects.",N/A,N/A,N/A
3089,RTV 4661, Advanced Television Production,3," MMC 1004, MMC 3105, RTV 3260 and RTV 3228",N/A, This course will provide continuing instruction in techniques learned in RTV 3260 and RTV 3228. Students will learn and apply advanced techniques in production and directing television programs and video projects both in studio and on-location.,N/A,N/A,N/A
3090,RTV 4930, Special Topics in Electronic Media,3, MMC 1004 and MMC 3105 and MMC 4500,N/A,"This course will explore important issues pertaining to the theory, research, and practice of electronic media in a seminar format. Issues will vary from semester to semester. The course may be repeated up to a total of 6 credits.",N/A,N/A,N/A
3091,RTV 4931, Special Topics in Electronic Media,3, MMC 1004 and MMC 3105,N/A," This course will explore important issues pertaining to the theory, research, and practice of electronic media in a seminar format. Issues will vary from semester to semester.",N/A, The course may be repeated up to a total of 6 credits.,N/A
3092,RTV 5801, Media Management,3,N/A,N/A, Students will learn the management techniques of various aspects of the broadcast industry by studying business structures and practices of radio and television operations in different markets., One semester per year.,N/A,N/A
3093,SCE 4310, Science Methods for Elementary Teachers,3,N/A, EDG4442," This course for preservice elementary school teachers includes instructional strategies, learning activities, the design and use of materials, lesson planning, evaluation of scientific learning, and diagnostic techniques.",N/A,N/A,N/A
3094,SCE 4320, Special Methods: Middle Grades Science,3, EDF3945,N/A," Introduction to the instructional methods, materials, and curriculum for teaching middle grades students mathematics.",N/A,N/A,N/A
3095,SCE 4330, Special Methods: Secondary Science,3, EDF3945, EDF3946," An examination of the instructional methods, materials, and curriculum for teaching secondary level mathematics.",N/A,N/A,N/A
3096,SCE 5465," Science, Technology and Society",3,N/A,N/A,"This course examines instructional methods, materials, and curricula for teaching the sciences within a context that considers the interaction of science, technology, and society. It is used for science certification and in graduate program of study.",N/A,N/A,N/A
3097,SCE 6117, Science for Elementary Teachers,3,N/A,N/A,"Advanced study of content, resources and processes used in science programs in the elementary school.",N/A,N/A,N/A
3098,SCE 6337, Special Methods in Teaching Science,3," Regular teaching certificate in the science area (Florida or its equivalent). An advanced analysis of the instructional methods, materials, curriculum, and research related to teaching secondary level science.",N/A,3 credits,N/A,N/A,N/A
3099,SCE 6735, Trends and Issues in Elementary Science Teaching and Learning,3,N/A,N/A," This course explores research and current trends in elementary science teaching and learning, including an emphasis on three-dimensional learning, inquiry, and problem-based learing.",N/A,N/A,N/A
3100,SCM 4155, Supply Chain Management,3, TRA 4202 or TRA 4210 and TRA 3035,N/A," This course examines how and why successful supply chain management requires cross-functional integration of key business processes within the firm and across the network of firms that comprise the supply chain. The distinction between logistics and supply chain management is identified and a framework for supply chain management is presented. Each of eight supply chain processes will be discussed, as well as topics such as: the management components of supply chain management; internet-driven supply chains; electronically linking the supply chain; integrating supply chain strategy to corporate strategy; supply chain mapping; supply chain metrics; developing and implementing partnership in the supply chain; and implementing supply chain management.",N/A,N/A,N/A
3101,SCM 4170," Supply Chain Management Strategy, Leadership & Business Applications",3,N/A,N/A," The focus of this course is on understanding general business challenges and connecting the corporate response to leadership, supply chain, logistics and other business strategies appropriate for responding to contemporary business situations. Learning scenarios include current events analysis, team case study investigations and interaction with sponsor business advisers to solve cross functional business problems.",N/A,N/A,N/A
3102,SDS 5429, Equity Methods and Resources,3,N/A,N/A," This course is designed for the study of educational equity with emphasis on the identification of methods and resources to facilitate the progress of special student populations. Practical applications for classroom teachers, educational administrators and counselors are stressed.",N/A,N/A,N/A
3103,SDS 5601, Home-School Communication,3,N/A,N/A," This course explores the past, present, and future of home-school relationships. Student will learn strategies for working with parents that have special needs (single parents, foster parents, etc.), including the methodology of communication skills, parent involvement, conferencing skills, parent education, and parent counseling.",N/A,N/A,N/A
3104,SDS 6000, School and Family: Managing Student Behavior,3, Admission to the SOAR program or permission of the instructor,N/A," This course is designed to enhance the relationship between families/care givers and the school for the purpose of optimizing student behavior for classroom learning. It will give the students tools to use when working with families. In addition, students will learn effective ways to include family members as active contributors in their child's education and overall well being. Students will learn how to create collaborative teams that will include school personnel, families and other community agencies to promote student learning. The school counselor's role will be explored in managing classroom behavior when conducting classroom guidance and in helping teachers with strategies for managing students from various cultural backgrounds. The classroom environment and instructional activities that promote cognitive growth will be examined. This course will look at profiles and characteristics of students presenting potential and active behavior problems. Strategies for preventing and handling on-going behavioral problems are examined.",N/A,N/A,N/A
3105,SDS 6014, Organization and Administration of School Counseling,3,N/A,N/A," This course includes a study of the various components in a comprehensive, developmental school counseling program, including an understanding of professional roles and functions, historical underpinnings and future trends, accountability and professional organizations, associations and credentialing.",N/A,N/A,N/A
3106,SDS 6310, College and Career Readiness,3,N/A,N/A," This course is designed to enable counselors to help individuals assess their skills, knowledge and self-understanding necessary to arrive at appropriate career, educational, and lifestyle decisions throughout the life span. Both theory and practice are emphasized.",N/A,N/A,N/A
3107,SDS 6466, Crisis/Disaster Management,1,N/A,N/A," This course is designed to explore student behavior that results in violent and aggressive actions. The development of violent tendencies is examined, including the medical/biological, psychological and social theories of aggression and violence. Candidates explore the current approaches to intervention with at-risk students, and discuss prevention strategies that can be implemented in regular, special education and inclusion classes in order to minimize the risk of violence. The legal issues involved are presented to help candidates understand the role of school personnel in minimizing risk to students and staff, and also intervening with those students in regular, special education and inclusion classes who are at-risk for violent and aggressive behavior. As part of the curriculum, each participant will develop a Crisis Intervention and Prevention Plan as a potential model that can be implemented within a school district/building.",N/A,N/A,N/A
3108,SDS 6820, Supervised Field Experiences I,1,N/A, SDS 6940," This course is designed to provide school counseling candidates ongoing guidance, support, and instruction pertaining to the roles, functions, and skills of a school counselor during their first field experience. Emphasis will be on student-focused and system-focused issues that the school counseling candidates address during field experience. Candidates will meet for one hour per week with a professional school counseling supervisor.",N/A,N/A,N/A
3109,SDS 6821, Supervised Field Experiences II,1,N/A, SDS 6832," This course is designed to provide school counseling candidates ongoing guidance, support, and instruction pertaining to the roles, functions, and skills of a school counselor during the second field experience. Emphasis will be on career, postsecondary planning, and academic issues that the school counseling candidates address during field experience. Candidates will meet for one hour per week with a professional school counseling supervisor.",N/A,N/A,N/A
3110,SDS 6830, Internship in School Counseling: Counseling/Coordination of Guidance Services,3,N/A,N/A, This internship experience offers students an in-depth supervised experience in schools practicing individual and group counseling.,N/A,N/A,N/A
3111,SDS 6831, Management of Resources and Data Analysis,3," SDS 6830, SDS 6940, SDS 6820, SDS 6832 and SDS 6821",N/A, Students who participate in this course are provided an in-depth supervised experience in schools practicing management of resources and data analysis.,N/A,N/A,N/A
3112,SDS 6832, Internship: College and Career Readiness,3,N/A,N/A, This internship offers students an in-depth supervised experience practicing career and academic advising and advocacy in schools and businesses.,N/A,N/A,N/A
3113,SDS 6905, Directed Independent Study,13,N/A,N/A, This course is offered for variable hours and title.,N/A,N/A,N/A
3114,SDS 6930, Advanced Seminar of Current Issues in School Counseling,3, SDS 6830 or approval of course instructor.,N/A, This course will facilitate an advanced exploration of various issues relevant to professional school counseling.,N/A, This course may be repeated for a total of 9 credits under different topics.,N/A
3115,SDS 6940, Practicum in School Counseling,3," MHS 6006, MHS 6400, MHS 6510, and SDS 6014 with grades of B or higher, and permission of the practicum committee",N/A," This course is designed to apply knowledge and skills gained in study to actual school settings. Corresponding course work will be required in which the emphasis will be on the counselor as a consultant to parents, teachers, and administrators.",N/A, It may be repeated for credit,N/A
3116,SLS 1106, First Year Seminar,1,N/A,N/A,"This course aims to foster a sense of community on campus, promote engagement in the academic and social life of the university, articulate expectations of faculty, and help students develop and hone sound learning strategies that will serve as the foundation for collegiate success and beyond. This course will be taught by faculty across the university and is not repeatable.",N/A,N/A,N/A
3117,SLS 1930, Community Engagement - UNF Cares: Special Topics,1,N/A,N/A," This special topics Community-Based Transformational Learning course is intentionally designed for and offered to First Time In College (FTIC) students. Students are introduced to selected interdisciplinary topics and issues through activities in community settings that are designed to meet community needs. Students explore their individual strengths while considering how their assets can have a positive impact in the world. While many University courses develop students’ skills, knowledge, and expertise to pursue a career, this course provides a time for students to explore their purpose and place in this world. During the semester, students will connect with new people, new ideas, new places, and new challenges. Through this experience students may gain a clearer sense of purpose or begin to consider new directions. This is a student’s opportunity to explore possibilities and use their strengths in real-world settings.",N/A,N/A,N/A
3118,SLS 2004, CCEC and You,0,N/A,N/A,"This course provides information and experience that aids students in their successful transition to the college of Computing, Engineering and Construction at UNF. The objective of this course is to provide students with information that will enhance their academic experience, connect them to campus resources and engage with industry professionals. In addition, this course will allow students to learn more about themselves, their major, and others in the campus community. It will help students develop skills that are needed to be a successful CCEC student. Required for all CCEC students within first 30 UNF credits.",N/A,N/A,N/A
3119,SLS 3316, Introduction to the Health Professions,3,N/A,N/A,This course will provide the student with an overview of the positions in the health care industry. The course will in addition focus on the development of personal skills required for success in job seeking and retention.,N/A,N/A,N/A
3120,SLS 3408, Employability Skills and Career Success,3,N/A,N/A," This course helps students utilize a variety of job search strategies that will give them a competitive edge and make a successful transition from academics to the world of work. This course focuses on instructional methods, materials and curricula to introduce students to the fundamentals of planning, organizing and implementing a comprehensive job search campaign. Emphasis is placed on identification of individual career goals, assessments of skills and abilities, exploration of career options, analysis of the job market, and effective use of employment search tools (e.g. resumes, cover letters, interviewing, networking, and management of career pathways and resources.) Course includes presentations by Career Services Professionals, Recruiters and Employer Representatives, and Graduate School Admissions Representatives.",N/A,N/A,N/A
3121,SMT 6316, Developing Creativity and Innovation in Elementary STEM Classrooms,3,N/A,N/A," This course emphasizes the role of inquiry, creativity, and innovation in elementary STEM classrooms. Strategies for the development of creative thinking and innovation are discussed.",N/A,N/A,N/A
3122,SMT 6615, Engineering in the Elementary Classroom,3,N/A,N/A," This course provides elementary teachers with an introduction to engineering, the engineering design process, and strategies for highlighting engineering in the elementary STEM classroom.",N/A,N/A,N/A
3123,SOP 2772, Human Sexual Behavior,3,N/A,N/A, This course will explore the psychological and physiological aspects of human sexual behavior. Emphasis will be placed on the cultural and biological diversity of sexual expression.,N/A,N/A,N/A
3124,SOP 3004, Social Psychology,3,N/A,N/A," This course involves an introduction to the study of social influences on human behavior. The topics include social perception, affiliation, attraction, prosocial behavior, aggression, attitudes and attitude change, group behavior and leadership.",N/A,N/A,N/A
3125,SOP 3214C, Experimental Social Psychology,4," SOP 3004, PSY 3213 and PSY 3213L",N/A, This course involves an introduction to the study of social influences on the behavior of individuals. The principles studied will be applied under controlled laboratory conditions.,N/A,N/A,N/A
3126,SOP 3515, Fundamentals of Conflict Transformation,3,N/A,N/A," This course explores the nature of conflict that is borne by individual, relational, cultural, and structural differences and inequalities. This course will teach undergraduate students the skills to engage in change efforts. Transforming conflict intrapersonally and pursuing peace building interpersonally, students are empowered to recognize and transform conflict in relationships, institutions, and organizations. The course is designed to facilitate a perspective that is insightful and competent in creating change for people whose culture, philosophy, racial identity, gender, sexual orientation, abilities, age, religious orientation, and socio-economic status are a damaging source of conflict.",N/A,N/A,N/A
3127,SOP 3723, Culture and Psychology,3, PSY 2012,N/A," This course introduces the student to the essential concepts and research in the fields of culture and psychology and cross-cultural psychology. Human behavior and mental processes in various cultures and ethnic groups will be studied. Topics covered in class include definitions of key terms, methodological approaches to the study of culture, acculturation, ethnocentrism, multicultural competence, culture and health, culture and emotion, culture and language, culture and decision making, cultural values, and culture and organizations.",N/A,N/A,N/A
3128,SOP 3742, (CD) Psychology of Women,3,N/A,N/A," This course involves an investigation of the major theories as they relate to psychology of gender. Findings from the field of psychology regarding aspects of sexual differentiation and gender roles in general, and for women in particular, will be explored.",N/A,N/A,N/A
3129,SOP 3751, Psychology and the Law,3,N/A,N/A," This course is an introduction to the study of the legal system from a psychological perspective. The course will use psychological concepts and methods to aid in the understanding of the legal system. Topics include theories of criminal behavior, victimization, law enforcement, the jury trial, witnesses, verdict and sentencing, mental illness, corrections, and family law.",N/A,N/A,N/A
3130,SOP 6069, Advanced Social and Personality Psychology,3," SOP 3004 or equivalent, plus admission to the Master of Science in Psychological Science program or permission of the instructor.",N/A," This course involves an in-depth survey of the research literature of social psychology, with emphasis on individual behavior. Topics will include, but are not limited to, aggression, attraction, social perception, personality, helping behavior, attribution, attitudes, applied social psychology, and communication.",N/A,N/A,N/A
3131,SOW 2031, Introduction to Social Welfare and Social Work,3,N/A,N/A," This survey course provides an introduction to our nation’s social welfare service system and the social work profession. Students will have an opportunity to learn about the history, values, ethics, methods, and practice settings of social work as well as the role social workers and social welfare policies and programs play in promoting social and economic justice for marginalized and oppressed populations.",N/A,N/A,N/A
3132,SOW 3203, Social Welfare Institutions,3,N/A,N/A," This course will examine the historical development and contemporary administration of major American social welfare policies and programs and critically analyze the political, economic, and social impact of those policies and programs on diverse and vulnerable populations. Students will learn how social welfare policy impacts social work practice as well as how social workers engage in policy practice to advance social and economic justice.",N/A,N/A,N/A
3133,SOW 3213, Social Welfare Policy,3,N/A,N/A," This course provides a historical overview and critical analysis of American social welfare institutions, policies, and programs. In particular, this course will examine the nature and evolution of major social welfare policies in the United States as well as the political, economic, and social impact of those policies on diverse populations. Students will be introduced to the basics of policy analysis and program evaluation.",N/A,N/A,N/A
3134,SOW 3293, Social Work Communication,3,N/A,N/A," This is a skills-based course in which students will have the opportunity to develop and refine communication skills critical to effective and ethical social work practice with diverse client systems. Mastery of course content will provide students with fundamental social work communication skills, including interviewing and listening, corresponding with clients and colleagues, documenting service provision, and writing reports.",N/A,N/A,N/A
3135,SOW 3403, Social Work Research Methods,3,N/A,N/A," This course examines quantitative and qualitative research methods in an effort to equip students with the knowledge, ethics, and skills to utilize research to inform social work practice. Mastery of course content will enable students to appraise research literature on social work interventions; to distinguish and critique the utility of research design, sampling, and measurement strategies to evaluate social work services; to protect the dignity and rights of human subjects; and, to evaluate social work practice as well as engage in career-long learning.",N/A,N/A,N/A
3136,SOW 3620, Social Work with Diverse Groups,3,N/A,N/A," This course examines forces leading to individual prejudice and institutional oppression. The course will also explore issues of power, inequality, privilege, and resulting oppression. Students will learn about diverse groups in the community and reflect on working with such groups in social work practice. Mastery of course content will provide students with an understanding of and appreciation for diversity in self and others as well as a general knowledge of social work strategies to alleviate oppression.",N/A,N/A,N/A
